!MOLECULE
HF
!MOLECULAR WEIGHT
20.
! NUMBER OF ENERGY LEVELS
16
 2     3     2  3.5E-07  6.3E-07  8.4E-07  1.1E-06  1.2E-06  1.3E-06  1.2E-06  1.0E-06  7.5E-07  4.8E-07  3.8E-07  3.6E-07
 3     4     3  2.1E-07  4.0E-07  5.5E-07  7.9E-07  9.7E-07  1.1E-06  1.1E-06  1.1E-06  8.8E-07  6.0E-07  4.2E-07  3.5E-07
 4     5     4  1.4E-07  2.8E-07  4.0E-07  5.9E-07  7.6E-07  8.7E-07  9.7E-07  9.9E-07  9.1E-07  6.8E-07  4.8E-07  3.8E-07
 5     6     5  1.1E-07  2.1E-07  3.0E-07  4.6E-07  6.1E-07  7.2E-07  8.5E-07  9.0E-07  8.9E-07  7.2E-07  5.4E-07  4.2E-07
 6     7     6  8.3E-08  1.6E-07  2.4E-07  3.7E-07  5.0E-07  6.0E-07  7.4E-07  8.1E-07  8.4E-07  7.4E-07  5.8E-07  4.5E-07
 7     8     7  6.7E-08  1.3E-07  1.9E-07  3.0E-07  4.2E-07  5.1E-07  6.5E-07  7.3E-07  7.9E-07  7.3E-07  6.0E-07  4.8E-07
 8     9     8  5.6E-08  1.1E-07  1.6E-07  2.6E-07  3.6E-07  4.5E-07  5.7E-07  6.6E-07  7.3E-07  7.2E-07  6.1E-07  5.1E-07
 9    14     6  6.5E-12  1.3E-11  1.9E-11  3.2E-11  4.8E-11  6.4E-11  9.6E-11  1.3E-10  1.9E-10  3.0E-10  4.2E-10  5.3E-10
10    13     5  6.2E-12  1.2E-11  1.9E-11  3.1E-11  4.7E-11  6.2E-11  9.2E-11  1.2E-10  1.8E-10  2.9E-10  4.1E-10  5.1E-10
11    12     4  6.1E-12  1.2E-11  1.8E-11  3.1E-11  4.6E-11  6.1E-11  9.1E-11  1.2E-10  1.8E-10  2.8E-10  4.0E-10  5.1E-10
12    11     3  6.4E-12  1.3E-11  1.9E-11  3.2E-11  4.8E-11  6.3E-11  9.5E-11  1.3E-10  1.8E-10  3.0E-10  4.2E-10  5.3E-10
13    10     2  9.0E-12  1.8E-11  2.7E-11  4.5E-11  6.7E-11  8.9E-11  1.3E-10  1.8E-10  2.6E-10  4.2E-10  5.9E-10  7.4E-10
14    11     1  2.6E-12  5.2E-12  7.8E-12  1.3E-11  2.0E-11  2.6E-11  3.9E-11  5.1E-11  7.6E-11  1.2E-10  1.7E-10  2.2E-10
15    12     2  2.9E-12  5.9E-12  8.8E-12  1.5E-11  2.2E-11  2.9E-11  4.3E-11  5.7E-11  8.5E-11  1.4E-10  1.9E-10  2.4E-10
16    13     3  2.9E-12  5.8E-12  8.8E-12  1.5E-11  2.2E-11  2.9E-11  4.3E-11  5.7E-11  8.5E-11  1.4E-10  1.9E-10  2.4E-10
17    14     4  2.8E-12  5.6E-12  8.5E-12  1.4E-11  2.1E-11  2.8E-11  4.2E-11  5.5E-11  8.2E-11  1.3E-10  1.9E-10  2.4E-10
18    15     5  2.7E-12  5.4E-12  8.0E-12  1.3E-11  2.0E-11  2.7E-11  4.0E-11  5.3E-11  7.8E-11  1.3E-10  1.8E-10  2.3E-10
19    16     6  2.5E-12  5.0E-12  7.6E-12  1.3E-11  1.9E-11  2.5E-11  3.7E-11  5.0E-11  7.3E-11  1.2E-10  1.7E-10  2.1E-10
