                   H2O_161                       H2O_181                  H2O_171                    H2O_162                    CO2_626                      CO_26                      CO_36                      CO_28                      CO_27                     CH4_211                       NH3_4111                 OH_61                         OCS_622                   H2CO_126                  HCN_124                      C2H2_1221    	      CH3OH_2161   HD		O                    HF_19             HCL_15                C2H4_38                     C2H6_90 
                     H2O                         H218O                    H217O		             HDO         		CO2	                     12CO                       13CO                       C18O                       C17O                      CH4                           NH3                      OH                            OCS                       H2CO                      HCN                          C2H2       	      CH3OH	   HD		O                    HF                HCL                   C2H4                        C2H6 
                     18                          20                       19                         19                         48                           28                         29                         30                         29                        16                            17                       17                            60                        30                        27                           26       	              32	   3		16                   15                36                    28                          30
1519.0         2821.427301                2828.059737               16882.264576               15468.840128       	   9604.975575  		 637.136266		   1342.243098  	       674.106214		 3937.414093		  41533.237440  		61720.151232		    464.199078  	       73228.927808		134955.996800		    21946.242752		48915.834688	     47651989.579734	 33.1760      8.3916941  	 214.110373	   879.475003	     4583558.70740000	       253598101.67447999
1520.0         2825.462441                2832.110393               16906.424000               15492.512000       	   9625.246125  		 637.689195		   1343.417557  	       674.695922		 3940.845666		  41659.840000  		61857.288000		    464.552790  	       73399.512000		135296.000000		    21987.808000		49061.032000	     47868045.064245	 33.2216      8.3920613  	 214.265039	   880.173445	     4603535.95671000	       255150208.39443001
1521.0         2829.501806                2836.165432               16930.609664               15516.211392       	   9645.551460  		 638.242349		   1344.592591  	       675.285873		 3944.278775		  41786.805760  		61994.694848		    464.906598  	       73570.416512		135636.771200		    22029.436928		49206.608832	     48085032.562777	 33.2672      8.3924281  	 214.419744	   880.872133	     4623593.78398000	       256711483.25720999
1522.0         2833.545401                2840.224862               16954.821632               15539.938496       	   9665.891618  		 638.795726		   1345.768195  	       675.876066		 3947.713414		  41914.135680  		62132.372224		    465.260502  	       73741.641856		135978.313600		    22071.129664		49352.566016	     48302952.982740	 33.3129      8.3927945  	 214.574487	   881.571067	     4643737.16805000	       258281971.05622000
1523.0         2837.593232                2844.288689               16979.059968               15563.693504       	   9686.266638  		 639.349327		   1346.944362  	       676.466500		 3951.149576		  42041.830720  		62270.320576		    465.614503  	       73913.188544		136320.630400		    22112.886336		49498.904384	     48521796.819375	 33.3586      8.3931604  	 214.729270	   882.270250	     4663960.88099000	       259861728.79414999
1524.0         2841.645307                2848.356919               17003.324736               15587.476608       	   9706.676557  		 639.903152		   1348.121087  	       677.057173		 3954.587254		  42169.891840  		62408.540352		    465.968599  	       74085.057088		136663.724800		    22154.707072		49645.624768	     48741578.358200	 33.4044      8.3935259  	 214.884094	   882.969681	     4684269.62508000	       261450807.57403001
1525.0         2845.701631                2852.429559               17027.616000               15611.288000       	   9727.121414  		 640.457201		   1349.298361  	       677.648084		 3958.026443		  42298.320000  		62547.032000		    466.322791  	       74257.248000		137007.600000		    22196.592000		49792.728000	     48962294.506807	 33.4503      8.3938910  	 215.038958	   883.669360	     4704661.44409000	       263049264.69402000
1526.0         2849.762211                2856.506614               17051.933824               15635.127872       	   9747.601247  		 641.011474		   1350.476180  	       678.239232		 3961.467136		  42427.116160  		62685.795968		    466.677080  	       74429.761792		137352.259200		    22238.541248		49940.214912	     49183966.446750	 33.4962      8.3942556  	 215.193864	   884.369290	     4725137.38415000	       264657139.40044999
1527.0         2853.827053                2860.588093               17076.278272               15658.996416       	   9768.116095  		 641.565971		   1351.654536  	       678.830616		 3964.909327		  42556.281280  		62824.832704		    467.031464  	       74602.598976		137697.705600		    22280.554944		50088.086336	     49406571.808346	 33.5422      8.3946198  	 215.348812	   885.069469	     4745696.44272000	       266274501.40248999
1528.0         2857.896164                2864.674000               17100.649408               15682.893824       	   9788.665996  		 642.120692		   1352.833424  	       679.422234		 3968.353009		  42685.816320  		62964.142656		    467.385944  	       74775.760064		138043.942400		    22322.633216		50236.343104	     49630129.235579	 33.5883      8.3949835  	 215.503803	   885.769900	     4766340.04268000	       267901396.28639999
1529.0         2861.969549                2868.764342               17125.047296               15706.820288       	   9809.250988  		 642.675637		   1354.012837  	       680.014084		 3971.798175		  42815.722240  		63103.726272		    467.740521  	       74949.245568		138390.972800		    22364.776192		50384.986048	     49854638.249200	 33.6344      8.3953468  	 215.658838	   886.470582	     4787069.53690000	       269537881.92321002
1530.0         2866.047217                2872.859127               17149.472000               15730.776000       	   9829.871109  		 643.230806		   1355.192768  	       680.606167		 3975.244820		  42946.000000  		63243.584000		    468.095193  	       75123.056000		138738.800000		    22406.984000		50534.016000	     50080122.651249	 33.6806      8.3957097  	 215.813917	   887.171516	     4807884.50916000	       271184004.15460998
1531.0         2870.129172                2876.958360               17173.923584               15754.761152       	   9850.526399  		 643.786199		   1356.373211  	       681.198479		 3978.692938		  43076.650560  		63383.716288		    468.449962  	       75297.191872		139087.427200		    22449.256768		50683.433792	     50306548.014326	 33.7269      8.3960721  	 215.969041	   887.872703	     4828783.57025000	       272839827.22810000
1532.0         2874.215422                2881.062047               17198.402112               15778.775936       	   9871.216894  		 644.341816		   1357.554159  	       681.791021		 3982.142520		  43207.674880  		63524.123584		    468.804826  	       75471.653696		139436.857600		    22491.594624		50833.240256	     50533943.494213	 33.7732      8.3964341  	 216.124210	   888.574144	     4849770.01652000	       274505397.25698000
1533.0         2878.305972                2885.170196               17222.907648               15802.820544       	   9891.942634  		 644.897657		   1358.735607  	       682.383790		 3985.593563		  43339.073920  		63664.806336		    469.159786  	       75646.441984		139787.094400		    22533.997696		50983.436224	     50762306.639700	 33.8196      8.3967957  	 216.279425	   889.275838	     4870841.55861000	       276180778.79787999
1534.0         2882.400829                2889.282812               17247.440256               15826.895168       	   9912.703656  		 645.453721		   1359.917548  	       682.976786		 3989.046058		  43470.848640  		63805.764992		    469.514843  	       75821.557248		140138.140800		    22576.466112		51134.022528	     50991656.630119	 33.8660      8.3971568  	 216.434687	   889.977788	     4892000.47249000	       277866018.23609000
1535.0         2886.500000                2893.399902               17272.000000               15851.000000       	   9933.500000  		 646.010010		   1361.099976  	       683.570007		 3992.500000		  43603.000000  		63947.000000		    469.869995  	       75997.000000		140490.000000		    22619.000000		51285.000000	     51221967.911067	 33.9125      8.3975175  	 216.589996	   890.679993	     4913245.79216000	       279561180.43738002
1536.0         2890.602825                2897.522146               17296.600256               15875.168512       	   9954.326366  		 646.566455		   1362.282218  	       684.163118		 3995.954721		  43735.522304  		64088.505152		    470.225243  	       76172.777408		140843.008000		    22661.606144		51436.356160	     51453263.148334	 33.9591      8.3978778  	 216.745487	   891.382588	     4934577.93047000	       281266318.18945998
1537.0         2894.709982                2901.648870               17321.227648               15899.367296       	   9975.188182  		 647.123124		   1363.464941  	       684.756455		 3999.410882		  43868.423232  		64230.287616		    470.580588  	       76348.883264		141196.832000		    22704.277952		51588.105280	     51685553.667515	 34.0057      8.3982376  	 216.901025	   892.085438	     4955998.33537000	       282981478.27801001
1538.0         2898.821485                2905.780074               17345.882112               15923.596224       	   9996.085536  		 647.680019		   1364.648144  	       685.350020		 4002.868483		  44001.703808  		64372.347904		    470.936028  	       76525.318016		141551.472000		    22747.015488		51740.248320	     51918818.285695	 34.0524      8.3985970  	 217.056610	   892.788543	     4977506.57714000	       284706732.16474998
1539.0         2902.937346                2909.915759               17370.563584               15947.855168       	  10017.018518  		 648.237140		   1365.831827  	       685.943815		 4006.327524		  44135.365056  		64514.686528		    471.291564  	       76702.082112		141906.928000		    22789.818816		51892.786240	     52153081.001645	 34.0992      8.3989560  	 217.212241	   893.491902	     4999102.83016000	       286442126.92777997
1540.0         2907.057578                2914.055924               17395.272000               15972.144000       	  10037.987219  		 648.794487		   1367.015990  	       686.537841		 4009.788006		  44269.408000  		64657.304000		    471.647196  	       76879.176000		142263.200000		    22832.688000		52045.720000	     52388335.783000	 34.1460      8.3993146  	 217.367918	   894.195515	     5020787.26927000	       288187722.06182998
1541.0         2911.182194                2918.200569               17420.007296               15996.462592       	  10058.991727  		 649.352062		   1368.200633  	       687.132100		 4013.249928		  44403.833664  		64800.200832		    472.002924  	       77056.600128		142620.288000		    22875.623104		52199.050560	     52624606.840181	 34.1929      8.3996727  	 217.523639	   894.899381	     5042561.61270000	       289943577.21825999
1542.0         2915.311208                2922.349695               17444.769408               16020.810816       	  10080.032131  		 649.909864		   1369.385756  	       687.726596		 4016.713289		  44538.643072  		64943.377536		    472.358748  	       77234.354944		142978.192000		    22918.624192		52352.778880	     52861875.052972	 34.2399      8.4000304  	 217.679405	   895.603498	     5064423.26405000	       291709752.20896000
1543.0         2919.444630                2926.503301               17469.558272               16045.188544       	  10101.108523  		 650.467894		   1370.571360  	       688.321328		 4020.178091		  44673.837248  		65086.834624		    472.714669  	       77412.440896		143336.912000		    22961.691328		52506.905920	     53100136.584936	 34.2869      8.4003877  	 217.835214	   896.307868	     5086375.83994000	       293486294.65921003
1544.0         2923.582475                2930.661387               17494.373824               16069.595648       	  10122.220991  		 651.026154		   1371.757443  	       688.916300		 4023.644333		  44809.417216  		65230.572608		    473.070685  	       77590.858432		143696.448000		    23004.824576		52661.432640	     53339424.139220	 34.3340      8.4007446  	 217.991066	   897.012488	     5108417.31320000	       295273277.01593000
1545.0         2927.724756                2934.823953               17519.216000               16094.032000       	  10143.369625  		 651.584644		   1372.944006  	       689.511513		 4027.112016		  44945.384000  		65374.592000		    473.426797  	       77769.608000		144056.800000		    23048.024000		52816.360000	     53579729.162743	 34.3811      8.4011010  	 218.146960	   897.717358	     5130549.76654000	       297070747.19765002
1546.0         2931.871484                2938.991000               17544.084736               16118.497472       	  10164.554515  		 652.143363		   1374.131049  	       690.106970		 4030.581138		  45081.738624  		65518.893312		    473.783005  	       77948.690048		144417.968000		    23091.289664		52971.688960	     53821052.308515	 34.4283      8.4014570  	 218.302895	   898.422478	     5152774.35480000	       298878771.80269003
1547.0         2936.022674                2943.162526               17568.979968               16142.991936       	  10185.775750  		 652.702314		   1375.318572  	       690.702671		 4034.051700		  45218.482112  		65663.477056		    474.139309  	       78128.105024		144779.952000		    23134.621632		53127.420480	     54063389.822451	 34.4756      8.4018126  	 218.458872	   899.127847	     5175087.75094000	       300697405.22000998
1548.0         2940.178337                2947.338533               17593.901632               16167.515264       	  10207.033419  		 653.261497		   1376.506575  	       691.298619		 4037.523703		  45355.615488  		65808.343744		    474.495709  	       78307.853376		145142.752000		    23178.019968		53283.555520	     54306760.332499	 34.5230      8.4021678  	 218.614889	   899.833465	     5197492.67376000	       302526708.17613000
1549.0         2944.338486                2951.519020               17618.849664               16192.067328       	  10228.327613  		 653.820911		   1377.695058  	       691.894817		 4040.997145		  45493.139776  		65953.493888		    474.852205  	       78487.935552		145506.368000		    23221.484736		53440.095040	     54551189.873951	 34.5704      8.4025225  	 218.770946	   900.539330	     5219989.94285000	       304366741.55647999
1550.0         2948.503135                2955.703986               17643.824000               16216.648000       	  10249.658422  		 654.380559		   1378.884021  	       692.491265		 4044.472027		  45631.056000  		66098.928000		    475.208798  	       78668.352000		145870.800000		    23265.016000		53597.040000	     54796625.497267	 34.6179      8.4028768  	 218.927042	   901.245442	     5242578.81305000	       306217566.40407997
1551.0         2952.672296                2959.893433               17668.824576               16241.257152       	  10271.025934  		 654.940440		   1380.073465  	       693.087966		 4047.948350		  45769.365184  		66244.646592		    475.565486  	       78849.103168		146236.048000		    23308.613824		53754.391360	     55043106.164421	 34.6654      8.4032308  	 219.083176	   901.951800	     5265259.76393000	       308079243.92306000
1552.0         2956.845981                2964.087360               17693.851328               16265.894656       	  10292.430239  		 655.500556		   1381.263388  	       693.684922		 4051.426112		  45908.068352  		66390.650176		    475.922270  	       79030.189504		146602.112000		    23352.278272		53912.150080	     55290635.592753	 34.7130      8.4035842  	 219.239348	   902.658405	     5288033.63276000	       309951835.47583002
1553.0         2961.024205                2968.285766               17718.904192               16290.560384       	  10313.871428  		 656.060906		   1382.453790  	       694.282135		 4054.905314		  46047.166528  		66536.939264		    476.279150  	       79211.611456		146968.992000		    23396.009408		54070.317120	     55539231.136948	 34.7607      8.4039373  	 219.395557	   903.365254	     5310901.56667000	       311835396.35259002
1554.0         2965.206979                2972.488653               17743.983104               16315.254208       	  10335.349589  		 656.621492		   1383.644673  	       694.879606		 4058.385957		  46186.660736  		66683.514368		    476.636126  	       79393.369472		147336.688000		    23439.807296		54228.893440	     55788857.668682	 34.8084      8.4042900  	 219.551802	   904.072348	     5333861.17717000	       313730000.69176000
1555.0         2969.394316                2976.696020               17769.088000               16339.976000       	  10356.864812  		 657.182314		   1384.836036  	       695.477337		 4061.868039		  46326.552000  		66830.376000		    476.993198  	       79575.464000		147705.200000		    23483.672000		54387.880000	     56039543.457414	 34.8562      8.4046422  	 219.708084	   904.779685	     5356915.22967000	       315635697.86549002
1556.0         2973.586230                2980.907866               17794.218816               16364.725632       	  10378.417188  		 657.743373		   1386.027879  	       696.075331		 4065.351561		  46466.841344  		66977.524672		    477.350366  	       79757.895488		148074.528000		    23527.603584		54547.277760	     56291292.332908	 34.9041      8.4049940  	 219.864400	   905.487266	     5380063.91177000	       317552556.10648000
1557.0         2977.782733                2985.124192               17819.375488               16389.502976       	  10400.006804  		 658.304670		   1387.220202  	       696.673590		 4068.836523		  46607.529792  		67124.960896		    477.707630  	       79940.664384		148444.672000		    23571.602112		54707.087680	     56544115.947975	 34.9520      8.4053455  	 220.020751	   906.195089	     5403307.41708000	       319480637.57516003
1558.0         2981.983837                2989.344998               17844.557952               16414.307904       	  10421.633752  		 658.866204		   1388.413004  	       697.272115		 4072.322925		  46748.618368  		67272.685184		    478.064991  	       80123.771136		148815.632000		    23615.667648		54867.310720	     56798005.278053	 35.0000      8.4056965  	 220.177136	   906.903154	     5426643.65371000	       321420004.59239000
1559.0         2986.189556                2993.570283               17869.766144               16439.140288       	  10443.298121  		 659.427978		   1389.606286  	       697.870908		 4075.810767		  46890.108096  		67420.698048		    478.422447  	       80307.216192		149187.408000		    23659.800256		55027.947840	     57052968.144626	 35.0481      8.4060470  	 220.333555	   907.611460	     5450076.38637000	       323370719.63862002
1560.0         2990.399902                2997.800049               17895.000000               16464.000000       	  10465.000000  		 659.989990		   1390.800049  	       698.469971		 4079.300049		  47032.000000  		67569.000000		    478.779999  	       80491.000000		149560.000000		    23704.000000		55189.000000	     57309002.782713	 35.0962      8.4063972  	 220.490005	   908.320007	     5473605.15563000	       325332845.35544002
1561.0         2994.616888                3002.033623               17920.239488               16488.860288       	  10486.752128  		 660.552310		   1391.994956  	       699.069573		 4082.790767		  47174.288448  		67717.591552		    479.137580  	       80675.109696		149933.141760		    23748.273600		55350.474816	     57566139.876720	 35.1444      8.4067470  	 220.646355	   909.028593	     5497230.15380000	       327306457.10531998
1562.0         2998.838507                3006.271683               17945.504704               16513.747904       	  10508.541824  		 661.114870		   1393.190336  	       699.669446		 4086.282925		  47316.981184  		67866.473216		    479.495258  	       80859.559168		150307.102080		    23792.614400		55512.366528	     57824351.299322	 35.1927      8.4070963  	 220.802737	   909.737421	     5520950.26957000	       329291605.31270999
1563.0         3003.064754                3010.514235               17970.795776               16538.662976       	  10530.369056  		 661.677670		   1394.386183  	       700.269591		 4089.776523		  47460.079296  		68015.645504		    479.853034  	       81044.348992		150681.883520		    23837.022400		55674.676032	     58083644.861117	 35.2410      8.4074453  	 220.959153	   910.446491	     5544767.30376000	       331288359.39254999
1564.0         3007.295621                3014.761287               17996.112832               16563.605632       	  10552.233792  		 662.240709		   1395.582492  	       700.870005		 4093.271561		  47603.583872  		68165.108928		    480.210907  	       81229.479744		151057.488640		    23881.497600		55837.404224	     58344055.164649	 35.2894      8.4077938  	 221.115602	   911.155804	     5568682.46924000	       333296782.64598000
1565.0         3011.531104                3019.012844               18021.456000               16588.576000       	  10574.136000  		 662.803989		   1396.779254  	       701.470689		 4096.768039		  47747.496000  		68314.864000		    480.568879  	       81414.952000		151433.920000		    23926.040000		56000.552000	     58605555.836865	 35.3378      8.4081419  	 221.272086	   911.865363	     5592693.96589000	       335316951.14444000
1566.0         3015.771194                3023.268912               18046.825408               16613.574208       	  10596.075648  		 663.367509		   1397.976464  	       702.071642		 4100.265957		  47891.816768  		68464.911232		    480.926950  	       81600.766336		151811.180160		    23970.649600		56164.120256	     58868149.023630	 35.3864      8.4084896  	 221.428605	   912.575168	     5616802.95230000	       337348915.92585999
1567.0         3020.015886                3027.529499               18072.221184               16638.600384       	  10618.052704  		 663.931269		   1399.174116  	       702.672863		 4103.765314		  48036.547264  		68615.251136		    481.285121  	       81786.923328		152189.271680		    24015.326400		56328.109888	     59131863.711528	 35.4350      8.4088369  	 221.585160	   913.285221	     5641011.29809000	       339392753.40783000
1568.0         3024.265174                3031.794611               18097.643456               16663.654656       	  10640.067136  		 664.495269		   1400.372203  	       703.274351		 4107.266112		  48181.688576  		68765.884224		    481.643392  	       81973.423552		152568.197120		    24060.070400		56492.521792	     59396688.743051	 35.4836      8.4091838  	 221.741751	   913.995523	     5665318.23220000	       341448521.24852997
1569.0         3028.519051                3036.064253               18123.092352               16688.737152       	  10662.118912  		 665.059509		   1401.570718  	       703.876107		 4110.768350		  48327.241792  		68916.811008		    482.001765  	       82160.267584		152947.959040		    24104.881600		56657.356864	     59662630.233328	 35.5324      8.4095303  	 221.898379	   914.706075	     5689722.56131000	       343516296.23039001
1570.0         3032.777510                3040.338434               18148.568000               16713.848000       	  10684.208000  		 665.623989		   1402.769656  	       704.478129		 4114.272027		  48473.208000  		69068.032000		    482.360239  	       82347.456000		153328.560000		    24149.760000		56822.616000	     59929697.866448	 35.5812      8.4098764  	 222.055046	   915.416878	     5714227.47682000	       345596136.34073001
1571.0         3037.040545                3044.617158               18174.070528               16738.987328       	  10706.334368  		 666.188709		   1403.969010  	       705.080416		 4117.777145		  48619.588288  		69219.547712		    482.718816  	       82534.989376		153710.002560		    24194.705600		56988.300096	     60197884.697350	 35.6300      8.4102221  	 222.211750	   916.127935	     5738831.23253000	       347688118.72672999
1572.0         3041.308150                3048.900432               18199.600064               16764.155264       	  10728.497984  		 666.753670		   1405.168773  	       705.682969		 4121.283703		  48766.383744  		69371.358656		    483.077495  	       82722.868288		154092.289280		    24239.718400		57154.410048	     60467210.019030	 35.6789      8.4105674  	 222.368494	   916.839245	     5763535.97665000	       349792301.70591998
1573.0         3045.580319                3053.188263               18225.156736               16789.351936       	  10750.698816  		 667.318870		   1406.368940  	       706.285786		 4124.791700		  48913.595456  		69523.465344		    483.436279  	       82911.093312		154475.422720		    24284.798400		57320.946752	     60737668.207650	 35.7279      8.4109122  	 222.525277	   917.550811	     5788339.90656000	       351908762.79074001
1574.0         3049.857044                3057.480657               18250.740672               16814.577472       	  10772.936832  		 667.884310		   1407.569503  	       706.888867		 4128.301138		  49061.224512  		69675.868288		    483.795166  	       83099.665024		154859.405440		    24329.945600		57487.911104	     61009259.777582	 35.7770      8.4112567  	 222.682101	   918.262633	     5813245.21915000	       354037566.98725998
1575.0         3054.138320                3061.777621               18276.352000               16839.832000       	  10795.212000  		 668.449990		   1408.770456  	       707.492210		 4131.812016		  49209.272000  		69828.568000		    484.154159  	       83288.584000		155244.240000		    24375.160000		57655.304000	     61281994.942119	 35.8261      8.4116008  	 222.838965	   918.974713	     5838251.42575000	       356178779.46293002
1576.0         3058.424140                3066.079161               18301.990848               16865.115648       	  10817.524288  		 669.015911		   1409.971793  	       708.095817		 4135.324333		  49357.739008  		69981.564992		    484.513257  	       83477.850816		155629.928960		    24420.441600		57823.126336	     61555895.308290	 35.8753      8.4119444  	 222.995871	   919.687053	     5863360.80046000	       358332471.91781002
1577.0         3062.714498                3070.385283               18327.657344               16890.428544       	  10839.873664  		 669.582071		   1411.173508  	       708.699685		 4138.838091		  49506.626624  		70134.859776		    484.872462  	       83667.466048		156016.474880		    24465.790400		57991.379008	     61830933.593098	 35.9246      8.4122877  	 223.152820	   920.399653	     5888569.45331000	       360498716.24071002
1578.0         3067.009388                3074.695994               18353.351616               16915.770816       	  10862.260096  		 670.148471		   1412.375594  	       709.303814		 4142.353289		  49655.935936  		70288.452864		    485.231773  	       83857.430272		156403.880320		    24511.206400		58160.062912	     62107133.674384	 35.9739      8.4126306  	 223.309811	   921.112515	     5913881.61240000	       362677578.12096000
1579.0         3071.308802                3079.011301               18379.073792               16941.142592       	  10884.683552  		 670.715112		   1413.578045  	       709.908204		 4145.869928		  49805.668032  		70442.344768		    485.591192  	       84047.744064		156792.147840		    24556.689600		58329.178944	     62384500.312393	 36.0234      8.4129731  	 223.466846	   921.825640	     5939296.85846000	       364869136.19194001
1580.0         3075.612734                3083.331209               18404.824000               16966.544000       	  10907.144000  		 671.281992		   1414.780854  	       710.512854		 4149.388006		  49955.824000  		70596.536000		    485.950719  	       84238.408000		157181.280000		    24602.240000		58498.728000	     62663033.446303	 36.0728      8.4133151  	 223.623924	   922.539029	     5964816.02433000	       367073450.10891998
1581.0         3079.921179                3087.655725               18430.602368               16991.975168       	  10929.641408  		 671.849113		   1415.984014  	       711.117762		 4152.907524		  50106.404928  		70751.027072		    486.310355  	       84429.422656		157571.279360		    24647.857600		58668.710976	     62942727.268180	 36.1224      8.4136568  	 223.781048	   923.252684	     5990437.28266000	       369290598.87312001
1582.0         3084.234130                3091.984856               18456.409024               17017.436224       	  10952.175744  		 672.416473		   1417.187521  	       711.722930		 4156.428483		  50257.411904  		70905.818496		    486.670101  	       84620.788608		157962.148480		    24693.542400		58839.128768	     63223601.859460	 36.1720      8.4139981  	 223.938217	   923.966605	     6016162.86562000	       371520655.28788000
1583.0         3088.551579                3096.318608               18482.244096               17042.927296       	  10974.746976  		 672.984074		   1418.391366  	       712.328356		 4159.950882		  50408.846016  		71060.910784		    487.029956  	       84812.506432		158353.889920		    24739.294400		59009.982272	     63505649.870578	 36.2216      8.4143390  	 224.095432	   924.680796	     6041992.26950000	       373763692.34556001
1584.0         3092.873522                3100.656987               18508.107712               17068.448512       	  10997.355072  		 673.551914		   1419.595544  	       712.934038		 4163.474721		  50560.708352  		71216.304448		    487.389922  	       85004.576704		158746.506240		    24785.113600		59181.272384	     63788913.574312	 36.2714      8.4146795  	 224.252694	   925.395255	     6067927.82953000	       376019776.80311000
1585.0         3097.199951                3105.000000               18534.000000               17094.000000       	  11020.000000  		 674.119995		   1420.800049  	       713.539978		 4167.000000		  50713.000000  		71372.000000		    487.750000  	       85197.000000		159140.000000		    24831.000000		59353.000000	     64073339.044027	 36.3212      8.4150195  	 224.410004	   926.109985	     6093966.90911000	       378288975.58232999
1586.0         3101.528865                3109.348323               18559.941056               17119.595200       	  11042.665088  		 674.688383		   1422.002211  	       714.146174		 4170.526723		  50865.708736  		71528.004608		    488.110389  	       85389.796864		159534.506880		    24876.940288		59525.159360	     64358972.699631	 36.3711      8.4153592  	 224.567494	   926.825255	     6120112.46835000	       380571381.49918997
1587.0         3105.862271                3113.701286               18585.910848               17145.220800       	  11065.367104  		 675.257010		   1423.204712  	       714.752626		 4174.054886		  51018.849088  		71684.312064		    488.470890  	       85582.947712		159929.895040		    24922.947904		59697.758080	     64645794.826200	 36.4210      8.4156985  	 224.725032	   927.540796	     6146363.38198000	       382867048.99654001
1588.0         3110.200184                3118.058889               18611.909312               17170.876800       	  11088.106176  		 675.825876		   1424.407571  	       715.359332		 4177.584489		  51172.422272  		71840.922816		    488.831499  	       85776.452928		160326.165760		    24969.022976		59870.797120	     64933825.812203	 36.4710      8.4160375  	 224.882616	   928.256605	     6172721.30003000	       385176064.85838002
1589.0         3114.542614                3122.421132               18637.936384               17196.563200       	  11110.882432  		 676.394980		   1425.610808  	       715.966292		 4181.115532		  51326.429504  		71997.837312		    489.192217  	       85970.312896		160723.320320		    25015.165632		60044.277440	     65223069.487222	 36.5211      8.4163760  	 225.040247	   928.972684	     6199186.22437000	       387498490.29962999
1590.0         3118.889576                3126.788016               18663.992000               17222.280000       	  11133.696000  		 676.964321		   1426.814441  	       716.573506		 4184.648016		  51480.872000  		72155.056000		    489.553042  	       86164.528000		161121.360000		    25061.376000		60218.200000	     65513521.272803	 36.5713      8.4167141  	 225.197923	   929.689029	     6225756.40363000	       389834418.96221000
1591.0         3123.241082                3131.159539               18690.076096               17248.027200       	  11156.547008  		 677.533900		   1428.018491  	       717.180972		 4188.181939		  51635.750976  		72312.579328		    489.913972  	       86359.098624		161520.286080		    25107.654208		60392.565760	     65805204.527178	 36.6215      8.4170518  	 225.355644	   930.405640	     6252435.56354000	       392183905.96809000
1592.0         3127.597145                3135.535703               18716.188608               17273.804800       	  11179.435584  		 678.103714		   1429.222976  	       717.788691		 4191.717303		  51791.067648  		72470.407744		    490.275007  	       86554.025152		161920.099840		    25154.000384		60567.375680	     66098102.130221	 36.6718      8.4173892  	 225.513409	   931.122515	     6279223.07928000	       394547038.90266001
1593.0         3131.957777                3139.916507               18742.329472               17299.612800       	  11202.361856  		 678.673764		   1430.427915  	       718.396662		 4195.254107		  51946.823232  		72628.541696		    490.636144  	       86749.307968		162320.802560		    25200.414656		60742.630720	     66392213.557539	 36.7221      8.4177261  	 225.671217	   931.839653	     6306117.08098000	       396923892.63836998
1594.0         3136.322991                3144.301951               18768.498624               17325.451200       	  11225.325952  		 679.244049		   1431.633327  	       719.004883		 4198.792351		  52103.018944  		72786.981632		    490.997384  	       86944.947456		162722.395520		    25246.897152		60918.331840	     66687566.609641	 36.7726      8.4180627  	 225.829069	   932.557053	     6333119.97540000	       399314542.23452997
1595.0         3140.692801                3148.692035               18794.696000               17351.320000       	  11248.328000  		 679.814568		   1432.839232  	       719.613354		 4202.332035		  52259.656000  		72945.728000		    491.358724  	       87140.944000		163124.880000		    25293.448000		61094.480000	     66984173.655975	 36.8231      8.4183989  	 225.986962	   933.274713	     6360234.06406000	       401719062.94116998
1596.0         3145.067218                3153.086759               18820.921536               17377.219200       	  11271.368128  		 680.385321		   1434.045650  	       720.222076		 4205.873159		  52416.735616  		73104.781248		    491.720163  	       87337.297984		163528.257280		    25340.067328		61271.076160	     67281997.492440	 36.8736      8.4187347  	 226.144898	   933.992633	     6387455.87332000	       404137536.69002002
1597.0         3149.446256                3157.486124               18847.175168               17403.148800       	  11294.446464  		 680.956306		   1435.252598  	       720.831046		 4209.415724		  52574.259008  		73264.141824		    492.081700  	       87534.009792		163932.528640		    25386.755264		61448.121280	     67581081.511845	 36.9243      8.4190701  	 226.302874	   934.710811	     6414788.57102000	       406570032.62687999
1598.0         3153.829928                3161.890128               18873.456832               17429.108800       	  11317.563136  		 681.527524		   1436.460097  	       721.440264		 4212.959728		  52732.227392  		73423.810176		    492.443333  	       87731.079808		164337.695360		    25433.511936		61625.616320	     67881418.403505	 36.9750      8.4194051  	 226.460890	   935.429245	     6442231.63392000	       409016633.07534999
1599.0         3158.218246                3166.298772               18899.766464               17455.099200       	  11340.718272  		 682.098974		   1437.668165  	       722.049730		 4216.505172		  52890.641984  		73583.786752		    492.805062  	       87928.508416		164743.758720		    25480.337472		61803.562240	     68183002.018232	 37.0258      8.4197398  	 226.618946	   936.147935	     6469785.27861000	       411477420.57170999
1600.0         3162.611223                3170.712057               18926.104000               17481.120000       	  11363.912000  		 682.670654		   1438.876822  	       722.659443		 4220.052057		  53049.504000  		73744.072000		    493.166885  	       88126.296000		165150.720000		    25527.232000		61981.960000	     68485867.513963	 37.0766      8.4200740  	 226.777042	   936.866878	     6497450.32195000	       413952471.34840000
1601.0         3167.008871                3175.129981               18952.469376               17507.171200       	  11387.144448  		 683.242565		   1440.086087  	       723.269403		 4223.600381		  53208.814656  		73904.666368		    493.528801  	       88324.442944		165558.580480		    25574.195648		62160.810560	     68789984.692069	 37.1275      8.4204079  	 226.935175	   937.586075	     6525226.37734000	       416441861.82754999
